A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederUG;Baujahr;Bebauungsdichte;Besonderheiten;Dachtyp;EG_qm;Fassadenqual;Fassadenzustand;Garagen;Gesamteindruck;Grundstueck_qm;Kamine;KellerQual;Keller_qm;Kellerhoehe;Lage;ToilettenEG;ToilettenUG;Typ;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
1309;3;1,5 Ebenen;1;0.0;1937;Mittel;;Satteldach;94.0;Durchschnitt;Durchschnitt;1.0;3.0;505.0;0;5;92.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2018.0;4;94.0;123733.0
2624;3;2 Ebenen;2;0.0;2015;Mittel;;Satteldach;90.0;Gut;Durchschnitt;2.0;3.0;344.0;0;3;90.0;Gut;NeuStuttgart_Nord;0;0.0;Reihenhaus;2015;2013.0;4;158.0;117000.0
2006;2;1 Ebene;1;1.0;1974;Mittel;;Satteldach;75.0;Schlecht;Durchschnitt;2.0;2.0;850.0;0;5;75.0;Gut;Stammheim;0;0.0;Doppelhaus;1974;2021.0;5;75.0;135488.0
1656;2;1 Ebene;1;0.0;1973;Niedrig;;Flachdach;80.0;Durchschnitt;Durchschnitt;1.0;3.0;667.0;0;1;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1973;2016.0;12;80.0;127053.0
586;4;1,5 Ebenen;2;0.0;1911;Mittel;;Satteldach;100.0;Gut;Durchschnitt;2.0;2.0;776.0;0;5;87.0;Durchschnitt;Birkach;0;0.0;Doppelhaus;1961;2014.0;4;181.0;104364.0
1766;3;2 Ebenen;2;0.0;2006;Niedrig;;Satteldach;74.0;Durchschnitt;Durchschnitt;2.0;2.0;1049.0;1;3;74.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2007;2015.0;5;146.0;163537.0
1137;2;1 Ebene;1;0.0;1973;Niedrig;;Flachdach;83.0;Durchschnitt;Durchschnitt;1.0;2.0;673.0;0;4;83.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1973;2019.0;8;83.0;124697.0
138;3;Sonstige;1;1.0;1987;Niedrig;;Satteldach;96.0;Durchschnitt;Durchschnitt;3.0;3.0;1247.0;0;1;94.0;Durchschnitt;NeuStuttgart_Ost;0;0.0;Freistehend;1987;2021.0;5;96.0;209267.0
370;3;1 Ebene;1;1.0;1996;Niedrig;;Satteldach;77.0;Durchschnitt;Durchschnitt;0.0;2.0;879.0;0;3;77.0;Durchschnitt;NeuStuttgart_Ost;0;0.0;Freistehend;1996;2019.0;3;77.0;127544.0
2786;1;1 Ebene;1;1.0;1989;Niedrig;;Satteldach;114.0;Gut;Durchschnitt;2.0;3.0;407.0;1;2;114.0;Gut;NeuStuttgart_Mitte;0;0.0;;1989;2021.0;1;114.0;253732.0
1744;6;2 Ebenen;4;2.0;2011;Niedrig;;Flachdach;108.0;Durchschnitt;Durchschnitt;4.0;3.0;815.0;2;3;108.0;Sehr gut;Plieningen;2;0.0;Doppelhaus;2011;2020.0;10;259.0;319179.0
1489;2;1,5 Ebenen;1;0.0;1950;Mittel;;Satteldach;82.0;Gut;Durchschnitt;1.0;2.0;623.0;0;5;82.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2015.0;7;82.0;109998.0
1128;4;2 Ebenen;2;0.0;1959;Niedrig;;Satteldach;86.0;Durchschnitt;Durchschnitt;2.0;3.0;1144.0;0;5;86.0;Durchschnitt;Vaihingen;0;0.0;Doppelhaus;1961;2015.0;7;178.0;133361.0
625;3;Sonstige;2;1.0;2005;Niedrig;;Satteldach;83.0;Durchschnitt;Durchschnitt;2.0;3.0;1971.0;0;3;39.0;Gut;Moehringen;1;0.0;Freistehend;2018;2021.0;6;153.0;250203.0
614;1;1 Ebene;1;1.0;1991;Niedrig;;Satteldach;114.0;Gut;Durchschnitt;2.0;3.0;388.0;1;3;114.0;Gut;NeuStuttgart_Mitte;0;0.0;Reihenhaus;1991;2013.0;7;114.0;171000.0
297;3;1 Ebene;1;0.0;1968;Niedrig;;Satteldach;167.0;Durchschnitt;Durchschnitt;3.0;2.0;1181.0;1;1;150.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1968;2014.0;6;167.0;158184.0
542;1;1 Ebene;1;1.0;1974;Niedrig;;Flachdach;93.0;Durchschnitt;Durchschnitt;2.0;3.0;1308.0;2;3;93.0;Gut;Degerloch;0;0.0;Freistehend;1974;2013.0;4;93.0;147600.0
2563;4;2,5 Ebenen;2;0.0;1952;Niedrig;;Satteldach;85.0;Durchschnitt;Gut;1.0;3.0;715.0;2;3;85.0;Durchschnitt;Moehringen;0;0.0;Freistehend;1961;2016.0;8;153.0;166029.0
2103;3;1 Ebene;2;0.0;2016;Niedrig;;Satteldach;150.0;Gut;Durchschnitt;3.0;3.0;869.0;0;5;150.0;Gut;Wangen;0;0.0;Freistehend;2016;2013.0;4;150.0;208800.0
2456;4;2 Ebenen;2;0.0;1989;Niedrig;;Walmdach;132.0;Gut;Durchschnitt;4.0;3.0;1268.0;2;3;132.0;Gut;Wangen;1;1.0;Freistehend;1989;2017.0;12;264.0;307965.0
1310;2;1 Ebene;2;1.0;2009;Mittel;;Flachdach;111.0;Durchschnitt;Durchschnitt;2.0;3.0;463.0;0;4;111.0;Sehr gut;NeuStuttgart_Ost;0;0.0;Reihenhaus;2009;2019.0;6;111.0;184483.0
2720;3;2 Ebenen;1;0.0;1931;Niedrig;;Satteldach;70.0;Durchschnitt;Durchschnitt;1.0;3.0;495.0;0;3;70.0;Durchschnitt;Zuffenhausen;0;0.0;Freistehend;1961;2013.0;6;140.0;134100.0
1628;2;1 Ebene;2;0.0;2016;Niedrig;;Satteldach;118.0;Gut;Durchschnitt;2.0;2.0;742.0;0;3;118.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2017;2015.0;7;118.0;171228.0
164;4;1 Ebene;2;0.0;1989;Niedrig;;Satteldach;154.0;Durchschnitt;Durchschnitt;2.0;2.0;839.0;0;3;154.0;Durchschnitt;NeuStuttgart_Ost;0;0.0;Doppelhaus;1989;2013.0;10;154.0;130500.0
2554;5;2 Ebenen;3;1.0;1989;Niedrig;;Satteldach;129.0;Durchschnitt;Durchschnitt;2.0;2.0;1679.0;2;2;129.0;Gut;Wangen;1;0.0;Freistehend;1989;2014.0;7;258.0;234000.0
1927;2;1 Ebene;2;1.0;2017;Niedrig;Neuverkauf;Satteldach;183.0;Gut;Durchschnitt;3.0;3.0;1506.0;1;4;183.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2018;2016.0;7;183.0;445446.0
634;2;1 Ebene;2;0.0;2016;Niedrig;;Satteldach;113.0;Gut;Durchschnitt;2.0;3.0;335.0;1;4;113.0;Gut;Muenster;0;0.0;Reihenhaus;2017;2019.0;8;113.0;204981.0
226;3;1 Ebene;2;1.0;2018;Niedrig;;Flachdach;170.0;Gut;Durchschnitt;2.0;3.0;1151.0;2;5;170.0;Sehr gut;Bad Cannstatt;0;0.0;Freistehend;2019;2020.0;4;170.0;322732.0
1265;2;Sonstige;1;1.0;2016;Mittel;Neuverkauf;Satteldach;99.0;Durchschnitt;Durchschnitt;2.0;3.0;372.0;0;3;50.0;Gut;NeuStuttgart_Nord;0;0.0;Reihenhaus;2017;2014.0;10;99.0;133380.0
1568;3;1,5 Ebenen;2;0.0;1936;Niedrig;;Satteldach;107.0;Durchschnitt;Durchschnitt;1.0;2.0;623.0;1;3;90.0;Durchschnitt;Zuffenhausen;1;0.0;Freistehend;2001;2019.0;10;149.0;156526.0
1091;3;1 Ebene;1;1.0;1965;Niedrig;;Flachdach;152.0;Gut;Durchschnitt;2.0;3.0;1491.0;1;5;120.0;Durchschnitt;Moehringen;0;0.0;Freistehend;2017;2017.0;11;152.0;235843.0
1443;3;2 Ebenen;2;1.0;2009;Niedrig;;Satteldach;79.0;Gut;Durchschnitt;2.0;2.0;1243.0;1;2;79.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2010;2016.0;3;163.0;219685.0
1814;3;Sonstige;1;1.0;1974;Niedrig;;Satteldach;92.0;Durchschnitt;Durchschnitt;1.0;3.0;1131.0;0;2;86.0;Gut;Sillenbuch;0;0.0;Doppelhaus;1974;2015.0;3;92.0;126547.0
2488;2;1 Ebene;1;1.0;1959;Niedrig;;Satteldach;90.0;Durchschnitt;Gut;1.0;2.0;807.0;1;1;90.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2013;2020.0;5;90.0;156332.0
2247;3;1 Ebene;2;0.0;2011;Niedrig;;Satteldach;125.0;Durchschnitt;Durchschnitt;2.0;2.0;856.0;0;3;125.0;Gut;Plieningen;0;0.0;Freistehend;2012;2015.0;12;125.0;174245.0
1214;2;1,5 Ebenen;1;1.0;1952;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;3.0;2.0;846.0;0;3;53.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1984;2018.0;6;125.0;166876.0
2114;3;1,5 Ebenen;1;0.0;1957;Niedrig;;Satteldach;71.0;Durchschnitt;Durchschnitt;1.0;3.0;1177.0;0;1;71.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;2006;2018.0;5;111.0;142895.0
2454;2;1 Ebene;2;1.0;2018;Mittel;Neuverkauf;Flachdach;153.0;Sehr gut;Durchschnitt;2.0;3.0;392.0;1;4;148.0;Sehr gut;Moehringen;0;1.0;Reihenhaus;2019;2019.0;6;153.0;261921.0
366;3;1 Ebene;1;0.0;1982;Niedrig;;Satteldach;79.0;Durchschnitt;Durchschnitt;0.0;2.0;821.0;0;1;79.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1982;2014.0;6;79.0;82368.0
202;3;1 Ebene;1;1.0;1985;Niedrig;;Flachdach;121.0;Durchschnitt;Durchschnitt;2.0;2.0;1029.0;1;5;96.0;Durchschnitt;Wangen;1;0.0;Freistehend;2010;2013.0;1;121.0;162900.0
2203;2;1 Ebene;1;1.0;1970;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;1.0;2.0;745.0;0;5;80.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1970;2014.0;10;80.0;112320.0
121;2;1 Ebene;1;0.0;1964;Mittel;;Satteldach;87.0;Schlecht;Durchschnitt;2.0;1.0;611.0;0;1;87.0;Schlecht;Birkach;0;0.0;Doppelhaus;1964;2019.0;2;87.0;105907.0
978;3;1,5 Ebenen;1;1.0;1959;Mittel;;Satteldach;114.0;Durchschnitt;Durchschnitt;1.0;2.0;969.0;0;1;112.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2014.0;5;155.0;126360.0
1630;3;2 Ebenen;2;1.0;2002;Niedrig;;Satteldach;79.0;Durchschnitt;Durchschnitt;2.0;2.0;1420.0;0;4;77.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2002;2017.0;9;158.0;194781.0
2788;3;2 Ebenen;2;0.0;2016;Niedrig;Neuverkauf;Satteldach;67.0;Gut;Durchschnitt;2.0;2.0;851.0;1;4;67.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2017;2013.0;7;135.0;147591.0
1600;4;2 Ebenen;2;1.0;2012;Niedrig;;Satteldach;140.0;Gut;Durchschnitt;3.0;3.0;1709.0;1;1;137.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2013;2017.0;1;246.0;443522.0
2028;3;1,5 Ebenen;1;1.0;1933;Mittel;;Satteldach;74.0;Durchschnitt;Gut;1.0;3.0;562.0;0;4;74.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2018;2021.0;5;107.0;154579.0
1609;3;1,5 Ebenen;1;0.0;1945;Mittel;;Satteldach;75.0;Durchschnitt;Durchschnitt;2.0;2.0;634.0;1;1;75.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2014.0;9;109.0;107172.0
2481;2;2 Ebenen;2;1.0;2014;Niedrig;;Satteldach;71.0;Gut;Durchschnitt;2.0;3.0;251.0;0;1;71.0;Gut;NeuStuttgart_Sued;1;0.0;;2015;2018.0;10;151.0;168628.0
2837;2;1 Ebene;2;0.0;1960;Niedrig;;Satteldach;96.0;Durchschnitt;Durchschnitt;2.0;2.0;866.0;0;1;0.0;;Vaihingen;0;0.0;Doppelhaus;1961;2013.0;5;96.0;78750.0
1061;3;1 Ebene;1;1.0;1987;Mittel;;Satteldach;106.0;Durchschnitt;Durchschnitt;2.0;2.0;428.0;1;5;106.0;Gut;Untertuerkheim;1;0.0;Reihenhaus;1987;2016.0;8;106.0;135658.0
111;3;1 Ebene;2;0.0;2015;Niedrig;;Flachdach;159.0;Gut;Durchschnitt;2.0;2.0;1223.0;1;2;159.0;Sehr gut;NeuStuttgart_Ost;0;0.0;Freistehend;2016;2019.0;4;159.0;273308.0
327;3;1 Ebene;2;0.0;1997;Niedrig;;Satteldach;116.0;Gut;Gut;2.0;2.0;1836.0;1;4;116.0;Gut;NeuStuttgart_West;0;0.0;Freistehend;1997;2017.0;3;116.0;189517.0
1267;4;1,5 Ebenen;2;0.0;1930;Niedrig;;Satteldach;158.0;Durchschnitt;Durchschnitt;1.0;3.0;979.0;1;1;74.0;Durchschnitt;Zuffenhausen;0;0.0;Freistehend;2001;2021.0;3;227.0;208159.0
1977;3;1 Ebene;1;1.0;1974;Niedrig;;Flachdach;146.0;Durchschnitt;Durchschnitt;3.0;2.0;3527.0;2;4;146.0;Durchschnitt;NeuStuttgart_West;1;0.0;Freistehend;1974;2016.0;5;146.0;189010.0
1261;4;1,5 Ebenen;2;0.0;1995;Niedrig;;Satteldach;102.0;Durchschnitt;Durchschnitt;2.0;2.0;2407.0;1;4;102.0;Durchschnitt;Plieningen;0;0.0;Freistehend;1995;2016.0;4;169.0;231328.0
491;4;2 Ebenen;2;0.0;1943;Niedrig;;Satteldach;108.0;Durchschnitt;Durchschnitt;2.0;4.0;1672.0;1;3;88.0;Gut;Moehringen;1;0.0;Freistehend;1961;2013.0;7;218.0;215100.0
1013;4;2 Ebenen;1;0.0;1982;Niedrig;;Satteldach;86.0;Durchschnitt;Durchschnitt;2.0;3.0;979.0;0;5;66.0;Durchschnitt;Wangen;2;0.0;Freistehend;1982;2021.0;6;152.0;210622.0
1042;4;Sonstige;2;0.0;1987;Niedrig;;Satteldach;138.0;Gut;Gut;2.0;3.0;969.0;1;1;36.0;Durchschnitt;NeuStuttgart_Mitte;1;0.0;Freistehend;1987;2019.0;1;232.0;205551.0
2046;3;2 Ebenen;3;1.0;1959;Niedrig;;Satteldach;103.0;Durchschnitt;Gut;1.0;3.0;796.0;0;2;83.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;2013;2013.0;8;186.0;202500.0
2237;3;1 Ebene;2;0.0;1978;Niedrig;;Satteldach;112.0;Durchschnitt;Durchschnitt;1.0;2.0;1046.0;1;3;112.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1978;2015.0;7;112.0;139201.0
1709;3;1 Ebene;2;1.0;1987;Niedrig;;Satteldach;150.0;Durchschnitt;Durchschnitt;2.0;2.0;1006.0;1;3;119.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2004;2020.0;6;150.0;177650.0
2666;3;2 Ebenen;2;0.0;2004;Niedrig;;Satteldach;85.0;Gut;Durchschnitt;2.0;2.0;1173.0;0;1;80.0;Gut;Plieningen;1;0.0;Freistehend;2008;2015.0;5;169.0;186657.0
726;2;1 Ebene;1;1.0;1979;Niedrig;;Flachdach;90.0;Durchschnitt;Durchschnitt;2.0;3.0;939.0;1;2;90.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2015;2013.0;8;90.0;141750.0
1862;3;2 Ebenen;2;0.0;2011;Niedrig;;Satteldach;93.0;Durchschnitt;Durchschnitt;2.0;2.0;871.0;1;5;91.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2011;2014.0;4;175.0;201240.0
1462;3;2 Ebenen;2;0.0;2018;Seelage;;Satteldach;76.0;Gut;Durchschnitt;2.0;3.0;823.0;0;4;75.0;Gut;Wangen;1;0.0;Freistehend;2018;2018.0;5;154.0;225512.0
1099;3;2 Ebenen;2;0.0;1941;Mittel;;Flachdach;34.0;Schlecht;Schlecht;0.0;2.0;574.0;0;2;0.0;;Stammheim;0;0.0;Doppelhaus;1961;2021.0;7;101.0;67744.0
2673;4;2 Ebenen;2;1.0;2016;Niedrig;Neuverkauf;Flachdach;171.0;Sehr gut;Durchschnitt;3.0;3.0;2062.0;2;5;171.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2017;2013.0;4;253.0;393438.0
1446;3;1 Ebene;1;1.0;1978;Niedrig;;Satteldach;83.0;Durchschnitt;Durchschnitt;2.0;3.0;979.0;0;5;83.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2014;2018.0;5;83.0;142348.0
523;2;1 Ebene;1;1.0;1933;Mittel;;Satteldach;95.0;Durchschnitt;Durchschnitt;1.0;2.0;456.0;1;2;95.0;Schlecht;Birkach;0;0.0;Freistehend;1961;2015.0;2;95.0;87122.0
253;3;1 Ebene;1;1.0;1966;Niedrig;;Flachdach;102.0;Durchschnitt;Durchschnitt;1.0;3.0;743.0;0;5;102.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1966;2018.0;7;102.0;147823.0
1944;3;Sonstige;1;0.0;1966;Niedrig;;Satteldach;126.0;Durchschnitt;Durchschnitt;2.0;2.0;721.0;1;5;35.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1966;2015.0;2;126.0;126547.0
1817;3;2 Ebenen;2;0.0;2011;Niedrig;;Satteldach;72.0;Gut;Durchschnitt;2.0;2.0;917.0;0;1;72.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2011;2018.0;6;153.0;227209.0
683;3;2 Ebenen;2;1.0;2019;Seelage;;Satteldach;95.0;Sehr gut;Durchschnitt;3.0;4.0;1103.0;1;4;94.0;Sehr gut;Wangen;1;0.0;Freistehend;2019;2019.0;4;186.0;353024.0
2528;2;1 Ebene;2;1.0;2017;Niedrig;Neuverkauf;Flachdach;154.0;Sehr gut;Durchschnitt;2.0;3.0;640.0;1;1;154.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2017;2013.0;6;154.0;279081.0
640;2;1 Ebene;1;0.0;1921;Unbekannt;;Satteldach;75.0;Durchschnitt;Durchschnitt;0.0;1.0;335.0;1;2;58.0;Durchschnitt;Birkach;0;0.0;Freistehend;1961;2019.0;6;75.0;66619.0
67;3;1,5 Ebenen;1;0.0;1967;Niedrig;;Satteldach;77.0;Durchschnitt;Durchschnitt;1.0;2.0;840.0;0;1;77.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1967;2021.0;2;124.0;133024.0
896;1;1 Ebene;1;0.0;1952;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;1.0;1.0;834.0;0;1;44.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1961;2021.0;4;50.0;101000.0
2641;5;2 Ebenen;2;0.0;1990;Niedrig;;Satteldach;102.0;Durchschnitt;Durchschnitt;2.0;3.0;958.0;0;1;0.0;;NeuStuttgart_Nord;1;0.0;Doppelhaus;1990;2015.0;2;207.0;137255.0
626;2;1 Ebene;1;1.0;1980;Niedrig;;Satteldach;109.0;Durchschnitt;Durchschnitt;1.0;2.0;1624.0;0;3;109.0;Gut;NeuStuttgart_Nord;0;0.0;Freistehend;1980;2013.0;12;109.0;107910.0
2298;3;1 Ebene;1;0.0;1974;Niedrig;;Flachdach;80.0;Durchschnitt;Durchschnitt;1.0;2.0;638.0;0;5;80.0;Gut;Sillenbuch;0;0.0;Freistehend;1974;2018.0;1;80.0;131306.0
849;3;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;69.0;Gut;Durchschnitt;2.0;3.0;908.0;1;2;69.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2017;2020.0;7;138.0;198732.0
1464;3;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;63.0;Gut;Durchschnitt;2.0;2.0;1205.0;1;1;63.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2016;2019.0;3;145.0;198148.0
981;2;1 Ebene;1;0.0;1957;Niedrig;;Satteldach;86.0;Durchschnitt;Durchschnitt;1.0;2.0;1126.0;0;1;0.0;;NeuStuttgart_Nord;0;0.0;Freistehend;2017;2021.0;4;86.0;104572.0
2071;3;2 Ebenen;1;0.0;1973;Niedrig;;Satteldach;57.0;Gut;Durchschnitt;1.0;3.0;952.0;0;4;57.0;Durchschnitt;NeuStuttgart_Nord;1;0.0;Freistehend;2012;2018.0;11;118.0;147275.0
1193;2;1 Ebene;1;0.0;1931;Mittel;;Satteldach;89.0;Durchschnitt;Durchschnitt;1.0;3.0;333.0;1;3;89.0;Durchschnitt;Birkach;0;0.0;Freistehend;2001;2015.0;7;89.0;97246.0
1457;3;1 Ebene;2;0.0;2017;Niedrig;;Flachdach;135.0;Gut;Durchschnitt;2.0;2.0;1018.0;1;1;135.0;Sehr gut;Wangen;0;0.0;Freistehend;2018;2017.0;8;135.0;260059.0
2026;3;1 Ebene;2;1.0;2012;Niedrig;;Satteldach;148.0;Gut;Durchschnitt;2.0;3.0;1158.0;1;2;147.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2013;2021.0;5;148.0;335025.0
1068;3;1 Ebene;2;1.0;2020;Seelage;Neuverkauf;Satteldach;122.0;Gut;Durchschnitt;2.0;3.0;867.0;0;4;120.0;Gut;Wangen;0;0.0;Freistehend;2020;2019.0;9;122.0;261301.0
1511;3;1 Ebene;1;0.0;1965;Niedrig;;Satteldach;120.0;Durchschnitt;Durchschnitt;2.0;3.0;1144.0;1;2;89.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;2006;2016.0;10;120.0;151856.0
956;3;1 Ebene;2;1.0;1988;Niedrig;;Satteldach;153.0;Durchschnitt;Durchschnitt;2.0;2.0;1311.0;1;5;132.0;Gut;Moehringen;0;0.0;Freistehend;1988;2014.0;3;153.0;203580.0
1233;4;2 Ebenen;2;1.0;2011;Niedrig;;Satteldach;136.0;Gut;Durchschnitt;3.0;2.0;1279.0;2;3;135.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2011;2019.0;9;249.0;372383.0
2218;3;1 Ebene;2;1.0;1978;Niedrig;;Flachdach;124.0;Durchschnitt;Durchschnitt;2.0;3.0;1023.0;0;5;124.0;Durchschnitt;Wangen;0;0.0;Freistehend;1978;2014.0;4;124.0;153972.0
2148;3;1,5 Ebenen;1;0.0;1948;Mittel;;Satteldach;72.0;Durchschnitt;Gut;1.0;3.0;916.0;1;5;72.0;Durchschnitt;Stammheim;1;0.0;Freistehend;1961;2016.0;12;127.0;142745.0
1468;3;1 Ebene;2;0.0;2017;Niedrig;Neuverkauf;Flachdach;199.0;Gut;Durchschnitt;3.0;2.0;1064.0;0;1;199.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2018;2015.0;6;199.0;350438.0
1481;3;1 Ebene;1;1.0;1973;Niedrig;;Satteldach;142.0;Gut;Gut;2.0;3.0;844.0;1;1;122.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;2016;2017.0;7;142.0;183199.0
305;3;1 Ebene;1;1.0;1973;Niedrig;;Satteldach;119.0;Durchschnitt;Gut;2.0;3.0;783.0;0;4;86.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1991;2018.0;10;119.0;153298.0
167;2;1 Ebene;2;1.0;2020;Niedrig;Neuverkauf;Satteldach;126.0;Gut;Durchschnitt;2.0;2.0;653.0;1;1;126.0;Gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2021;2021.0;6;126.0;275903.0
208;4;2 Ebenen;2;1.0;2004;Niedrig;;Satteldach;119.0;Durchschnitt;Durchschnitt;2.0;3.0;1085.0;1;2;119.0;Gut;Wangen;1;0.0;Freistehend;2004;2021.0;3;232.0;299921.0
2611;2;1 Ebene;2;1.0;2000;Niedrig;;Satteldach;124.0;Gut;Durchschnitt;2.0;3.0;600.0;1;2;124.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;2000;2018.0;4;124.0;206405.0
61;3;1 Ebene;1;0.0;1968;Mittel;;Flachdach;86.0;Durchschnitt;Durchschnitt;1.0;3.0;613.0;0;2;86.0;Durchschnitt;Birkach;0;0.0;Freistehend;1968;2018.0;6;86.0;123186.0
1813;3;1 Ebene;1;0.0;1968;Niedrig;;Flachdach;102.0;Durchschnitt;Durchschnitt;1.0;3.0;1056.0;0;2;102.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1968;2019.0;4;102.0;153736.0
1107;3;1 Ebene;1;1.0;1972;Niedrig;;Satteldach;133.0;Durchschnitt;Durchschnitt;2.0;3.0;970.0;1;3;116.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2001;2013.0;6;133.0;144900.0
116;3;1,5 Ebenen;1;1.0;1949;Mittel;;Satteldach;80.0;Durchschnitt;Durchschnitt;2.0;2.0;639.0;1;3;80.0;Durchschnitt;Botnang;1;0.0;Freistehend;1961;2015.0;3;131.0;122653.0
1399;3;2 Ebenen;2;0.0;2004;Niedrig;;Satteldach;77.0;Gut;Durchschnitt;2.0;2.0;948.0;0;1;77.0;Gut;Plieningen;1;0.0;Freistehend;2004;2017.0;6;159.0;196887.0
2461;3;1 Ebene;1;1.0;1974;Niedrig;;Flachdach;123.0;Durchschnitt;Durchschnitt;2.0;2.0;987.0;2;4;123.0;Durchschnitt;Wangen;1;0.0;Freistehend;1974;2021.0;6;123.0;176134.0
2194;2;1 Ebene;1;0.0;1961;Niedrig;;Satteldach;86.0;Durchschnitt;Durchschnitt;1.0;2.0;840.0;1;2;86.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1961;2016.0;11;86.0;125534.0
463;3;1 Ebene;1;0.0;1971;Niedrig;;Satteldach;123.0;Durchschnitt;Durchschnitt;2.0;3.0;1234.0;2;1;123.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1971;2020.0;8;123.0;208443.0
648;3;1 Ebene;2;1.0;2016;Niedrig;;Flachdach;178.0;Gut;Durchschnitt;3.0;4.0;1418.0;1;5;178.0;Sehr gut;NeuStuttgart_West;0;0.0;Freistehend;2017;2016.0;7;178.0;382097.0
1000;2;1 Ebene;1;1.0;1967;Niedrig;;Flachdach;95.0;Durchschnitt;Gut;1.0;2.0;1062.0;2;1;93.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1967;2014.0;8;95.0;147420.0
1612;2;1 Ebene;2;1.0;2018;Niedrig;Neuverkauf;Satteldach;126.0;Gut;Durchschnitt;2.0;3.0;740.0;1;4;125.0;Gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2019;2017.0;11;126.0;228789.0
1497;3;1 Ebene;1;1.0;1972;Niedrig;;Satteldach;104.0;Durchschnitt;Durchschnitt;2.0;2.0;705.0;0;2;96.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1972;2016.0;5;104.0;130596.0
2211;3;2 Ebenen;1;0.0;1960;Niedrig;;Satteldach;95.0;Durchschnitt;Durchschnitt;1.0;2.0;960.0;1;5;65.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1984;2013.0;7;160.0;123300.0
2163;3;1 Ebene;2;0.0;2019;Niedrig;;Flachdach;187.0;Sehr gut;Durchschnitt;3.0;4.0;1340.0;1;4;186.0;Sehr gut;NeuStuttgart_West;0;0.0;Freistehend;2020;2021.0;5;187.0;466203.0
922;2;1 Ebene;1;1.0;1952;Niedrig;;Flachdach;62.0;Durchschnitt;Durchschnitt;1.0;2.0;952.0;0;2;62.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2019.0;8;62.0;128682.0
